_id,date,center_name,attendance_count
40754866,2023-04-06,Paulson Community Center,13
40754867,2023-04-06,Ormsby Community Center,12
40754868,2023-04-06,Phillips Community Center,25
40754869,2023-04-05,West Penn Community Center,36
40754870,2023-04-05,Warrington Community Center,41
40754871,2023-04-05,Arlington Community Center,92
40754872,2023-04-05,Ammon Community Center,5
40754873,2023-04-05,Brookline Community Center,31
40754874,2023-04-05,Ormsby Community Center,7
40754875,2023-04-05,Paulson Community Center,20
40754876,2023-04-05,Phillips Community Center,46
40754877,2023-04-04,Warrington Community Center,35
40754878,2023-04-04,West Penn Community Center,133
40754879,2023-04-04,Ammon Community Center,2
40754880,2023-04-04,Arlington Community Center,13
40754881,2023-04-04,Brookline Community Center,38
40754882,2023-04-04,Magee Community Center,9
40754883,2023-04-04,Paulson Community Center,14
40754884,2023-04-04,Ormsby Community Center,12
40754885,2023-04-04,Phillips Community Center,64
40754886,2023-04-03,West Penn Community Center,52
40754887,2023-04-03,Warrington Community Center,27
40754888,2023-04-03,Arlington Community Center,22
40754889,2023-04-03,Ammon Community Center,2
40754890,2023-04-03,Brookline Community Center,27
40754891,2023-04-03,Magee Community Center,10
40754892,2023-04-03,Ormsby Community Center,17
40754893,2023-04-03,Paulson Community Center,17
40754894,2023-04-03,Phillips Community Center,69
40754895,2023-04-01,Warrington Community Center,1
40754896,2023-04-01,West Penn Community Center,27
40754897,2023-04-01,Paulson Community Center,14
40754898,2023-04-01,Ormsby Community Center,18
40754899,2023-04-01,Phillips Community Center,5
40754900,2023-03-31,West Penn Community Center,65
40754901,2023-03-31,Warrington Community Center,15
40754902,2023-03-31,Ammon Community Center,2
40754903,2023-03-31,Arlington Community Center,3
40754904,2023-03-31,Brookline Community Center,39
40754905,2023-03-31,Ormsby Community Center,16
40754906,2023-03-31,Paulson Community Center,9
40754907,2023-03-31,Phillips Community Center,21
40754908,2023-03-30,Warrington Community Center,37
40754909,2023-03-30,West Penn Community Center,116
40754910,2023-03-30,Arlington Community Center,16
40754911,2023-03-30,Brookline Community Center,47
40754912,2023-03-30,Paulson Community Center,15
40754913,2023-03-30,Ormsby Community Center,12
40754914,2023-03-30,Phillips Community Center,61
40754915,2023-03-29,West Penn Community Center,74
40754916,2023-03-29,Warrington Community Center,41
40754917,2023-03-29,Arlington Community Center,88
40754918,2023-03-29,Ammon Community Center,4
40754919,2023-03-29,Brookline Community Center,30
40754920,2023-03-29,Ormsby Community Center,9
40754921,2023-03-29,Paulson Community Center,15
40754922,2023-03-29,Phillips Community Center,55
40754923,2023-03-28,Warrington Community Center,58
40754924,2023-03-28,West Penn Community Center,159
40754925,2023-03-28,Ammon Community Center,35
40754926,2023-03-28,Arlington Community Center,6
40754927,2023-03-28,Brookline Community Center,37
40754928,2023-03-28,Magee Community Center,83
40754929,2023-03-28,Jefferson Community Center,25
40754930,2023-03-28,Paulson Community Center,17
40754931,2023-03-28,Ormsby Community Center,14
40754932,2023-03-28,Phillips Community Center,66
40754933,2023-03-27,West Penn Community Center,51
40754934,2023-03-27,Warrington Community Center,53
40754935,2023-03-27,Arlington Community Center,9
40754936,2023-03-27,Ammon Community Center,22
40754937,2023-03-27,Brookline Community Center,33
40754938,2023-03-27,Magee Community Center,23
40754939,2023-03-27,Ormsby Community Center,9
40754940,2023-03-27,Paulson Community Center,15
40754941,2023-03-27,Phillips Community Center,72
40754942,2023-03-25,West Penn Community Center,31
40754943,2023-03-25,Paulson Community Center,8
40754944,2023-03-25,Ormsby Community Center,10
40754945,2023-03-25,Phillips Community Center,5
40754946,2023-03-24,West Penn Community Center,42
40754947,2023-03-24,Warrington Community Center,47
40754948,2023-03-24,Ammon Community Center,6
40754949,2023-03-24,Arlington Community Center,18
40754950,2023-03-24,Brookline Community Center,35
40754951,2023-03-24,Magee Community Center,16
40754952,2023-03-24,Jefferson Community Center,26
40754953,2023-03-24,Ormsby Community Center,26
40754954,2023-03-24,Paulson Community Center,18
40754955,2023-03-24,Phillips Community Center,57
40754956,2023-03-23,Warrington Community Center,64
40754957,2023-03-23,West Penn Community Center,93
40754958,2023-03-23,Arlington Community Center,2
40754959,2023-03-23,Ammon Community Center,2
40754960,2023-03-23,Brookline Community Center,44
40754961,2023-03-23,Jefferson Community Center,25
40754962,2023-03-23,Magee Community Center,24
40754963,2023-03-23,Paulson Community Center,18
40754964,2023-03-23,Ormsby Community Center,12
40754965,2023-03-23,Phillips Community Center,29
40754966,2023-03-22,West Penn Community Center,42
40754967,2023-03-22,Warrington Community Center,49
40754968,2023-03-22,Ammon Community Center,63
40754969,2023-03-22,Arlington Community Center,67
40754970,2023-03-22,Brookline Community Center,23
40754971,2023-03-22,Magee Community Center,35
40754972,2023-03-22,Ormsby Community Center,18
40754973,2023-03-22,Paulson Community Center,22
40754974,2023-03-22,Phillips Community Center,40
40754975,2023-03-21,Warrington Community Center,38
40754976,2023-03-21,Arlington Community Center,15
40754977,2023-03-21,Ammon Community Center,5
40754978,2023-03-21,Brookline Community Center,36
40754979,2023-03-21,Magee Community Center,21
40754980,2023-03-21,Jefferson Community Center,18
40754981,2023-03-21,Paulson Community Center,12
40754982,2023-03-21,Ormsby Community Center,12
40754983,2023-03-21,Phillips Community Center,75
40754984,2023-03-20,Warrington Community Center,44
40754985,2023-03-20,Ammon Community Center,2
40754986,2023-03-20,Arlington Community Center,19
40754987,2023-03-20,Brookline Community Center,40
40754988,2023-03-20,Magee Community Center,26
40754989,2023-03-20,Ormsby Community Center,25
40754990,2023-03-20,Paulson Community Center,18
40754991,2023-03-20,Phillips Community Center,83
40754992,2023-03-18,West Penn Community Center,30
40754993,2023-03-18,Ammon Community Center,25
40754994,2023-03-18,Magee Community Center,1
40754995,2023-03-18,Paulson Community Center,2
40754996,2023-03-18,Ormsby Community Center,7
40754997,2023-03-18,Phillips Community Center,4
40754998,2023-03-17,West Penn Community Center,68
40754999,2023-03-17,Warrington Community Center,26
40755000,2023-03-17,Ammon Community Center,3
40755001,2023-03-17,Arlington Community Center,25
40755002,2023-03-17,Brookline Community Center,39
40755003,2023-03-17,Magee Community Center,61
40755004,2023-03-17,Ormsby Community Center,5
40755005,2023-03-17,Paulson Community Center,12
40755006,2023-03-17,Phillips Community Center,34
40755007,2023-03-16,Warrington Community Center,41
40755008,2023-03-16,West Penn Community Center,119
40755009,2023-03-16,Arlington Community Center,17
40755010,2023-03-16,Ammon Community Center,13
40755011,2023-03-16,Brookline Community Center,39
40755012,2023-03-16,Magee Community Center,36
40755013,2023-03-16,Jefferson Community Center,82
40755014,2023-03-16,Paulson Community Center,22
40755015,2023-03-16,Ormsby Community Center,18
40755016,2023-03-16,Phillips Community Center,111
40755017,2023-03-15,West Penn Community Center,48
40755018,2023-03-15,Warrington Community Center,35
40755019,2023-03-15,Ammon Community Center,3
40755020,2023-03-15,Arlington Community Center,66
40755021,2023-03-15,Brookline Community Center,34
40755022,2023-03-15,Magee Community Center,54
40755023,2023-03-15,Ormsby Community Center,15
40755024,2023-03-15,Paulson Community Center,11
40755025,2023-03-15,Phillips Community Center,69
40755026,2023-03-14,Warrington Community Center,39
40755027,2023-03-14,West Penn Community Center,145
40755028,2023-03-14,Arlington Community Center,16
40755029,2023-03-14,Ammon Community Center,2
40755030,2023-03-14,Brookline Community Center,40
40755031,2023-03-14,Magee Community Center,32
40755032,2023-03-14,Jefferson Community Center,19
40755033,2023-03-14,Paulson Community Center,15
40755034,2023-03-14,Ormsby Community Center,18
40755035,2023-03-14,Phillips Community Center,47
40755036,2023-03-13,West Penn Community Center,76
40755037,2023-03-13,Warrington Community Center,60
40755038,2023-03-13,Ammon Community Center,4
40755039,2023-03-13,Arlington Community Center,15
40755040,2023-03-13,Brookline Community Center,49
40755041,2023-03-13,Magee Community Center,48
40755042,2023-03-13,Ormsby Community Center,22
40755043,2023-03-13,Paulson Community Center,11
40755044,2023-03-13,Phillips Community Center,42
40755045,2023-03-12,Warrington Community Center,3
40755046,2023-03-11,Warrington Community Center,1
40755047,2023-03-11,West Penn Community Center,104
40755048,2023-03-11,Paulson Community Center,12
40755049,2023-03-11,Ormsby Community Center,5
40755050,2023-03-11,Phillips Community Center,10
40755051,2023-03-10,West Penn Community Center,73
40755052,2023-03-10,Warrington Community Center,32
40755053,2023-03-10,Arlington Community Center,13
40755054,2023-03-10,Ammon Community Center,8
40755055,2023-03-10,Brookline Community Center,40
40755056,2023-03-10,Magee Community Center,68
40755057,2023-03-10,Jefferson Community Center,17
40755058,2023-03-10,Ormsby Community Center,11
40755059,2023-03-10,Paulson Community Center,15
40755060,2023-03-10,Phillips Community Center,39
40755061,2023-03-09,Warrington Community Center,63
40755062,2023-03-09,West Penn Community Center,135
40755063,2023-03-09,Ammon Community Center,32
40755064,2023-03-09,Arlington Community Center,15
40755065,2023-03-09,Brookline Community Center,58
40755066,2023-03-09,Jefferson Community Center,3
40755067,2023-03-09,Magee Community Center,48
40755068,2023-03-09,Paulson Community Center,12
40755069,2023-03-09,Ormsby Community Center,11
40755070,2023-03-09,Phillips Community Center,74
40755071,2023-03-08,West Penn Community Center,48
40755072,2023-03-08,Warrington Community Center,69
40755073,2023-03-08,Arlington Community Center,84
40755074,2023-03-08,Ammon Community Center,5
40755075,2023-03-08,Brookline Community Center,36
40755076,2023-03-08,Magee Community Center,46
40755077,2023-03-08,Ormsby Community Center,35
40755078,2023-03-08,Paulson Community Center,15
40755079,2023-03-08,Phillips Community Center,54
40755080,2023-03-07,Warrington Community Center,67
40755081,2023-03-07,West Penn Community Center,140
40755082,2023-03-07,Ammon Community Center,7
40755083,2023-03-07,Arlington Community Center,12
40755084,2023-03-07,Brookline Community Center,51
40755085,2023-03-07,Magee Community Center,26
40755086,2023-03-07,Paulson Community Center,21
40755087,2023-03-07,Ormsby Community Center,10
40755088,2023-03-07,Phillips Community Center,75
40755089,2023-03-06,West Penn Community Center,96
40755090,2023-03-06,Warrington Community Center,89
40755091,2023-03-06,Arlington Community Center,10
40755092,2023-03-06,Ammon Community Center,9
40755093,2023-03-06,Brookline Community Center,42
40755094,2023-03-06,Magee Community Center,52
40755095,2023-03-06,Ormsby Community Center,6
40755096,2023-03-06,Paulson Community Center,25
40755097,2023-03-06,Phillips Community Center,71
40755098,2023-03-04,Warrington Community Center,8
40755099,2023-03-04,West Penn Community Center,119
40755100,2023-03-04,Ammon Community Center,4
40755101,2023-03-04,Ormsby Community Center,4
40755102,2023-03-04,Phillips Community Center,42
40755103,2023-03-03,West Penn Community Center,95
40755104,2023-03-03,Warrington Community Center,52
40755105,2023-03-03,Ammon Community Center,8
40755106,2023-03-03,Arlington Community Center,5
40755107,2023-03-03,Brookline Community Center,32
40755108,2023-03-03,Magee Community Center,39
40755109,2023-03-03,Jefferson Community Center,6
40755110,2023-03-03,Ormsby Community Center,7
40755111,2023-03-03,Paulson Community Center,8
40755112,2023-03-03,Phillips Community Center,50
40755113,2023-03-02,Warrington Community Center,59
40755114,2023-03-02,West Penn Community Center,143
40755115,2023-03-02,Arlington Community Center,16
40755116,2023-03-02,Ammon Community Center,12
40755117,2023-03-02,Brookline Community Center,41
40755118,2023-03-02,Magee Community Center,39
40755119,2023-03-02,Paulson Community Center,8
40755120,2023-03-02,Ormsby Community Center,23
40755121,2023-03-02,Phillips Community Center,78
40755122,2023-03-01,West Penn Community Center,59
40755123,2023-03-01,Warrington Community Center,60
40755124,2023-03-01,Ammon Community Center,40
40755125,2023-03-01,Arlington Community Center,20
40755126,2023-03-01,Brookline Community Center,32
40755127,2023-03-01,Magee Community Center,34
40755128,2023-03-01,Jefferson Community Center,32
40755129,2023-03-01,Ormsby Community Center,4
40755130,2023-03-01,Paulson Community Center,14
40755131,2023-03-01,Phillips Community Center,82
40755132,2023-02-28,Warrington Community Center,86
40755133,2023-02-28,West Penn Community Center,155
40755134,2023-02-28,Arlington Community Center,39
40755135,2023-02-28,Ammon Community Center,16
40755136,2023-02-28,Brookline Community Center,48
40755137,2023-02-28,Magee Community Center,43
40755138,2023-02-28,Paulson Community Center,23
40755139,2023-02-28,Ormsby Community Center,22
40755140,2023-02-28,Phillips Community Center,69
40755141,2023-02-27,West Penn Community Center,79
40755142,2023-02-27,Warrington Community Center,35
40755143,2023-02-27,Ammon Community Center,37
40755144,2023-02-27,Arlington Community Center,7
40755145,2023-02-27,Brookline Community Center,43
40755146,2023-02-27,Magee Community Center,81
40755147,2023-02-27,Ormsby Community Center,18
40755148,2023-02-27,Paulson Community Center,17
40755149,2023-02-27,Phillips Community Center,64
40755150,2023-02-25,West Penn Community Center,19
40755151,2023-02-25,Phillips Community Center,56
40755152,2023-02-24,West Penn Community Center,60
40755153,2023-02-24,Warrington Community Center,58
40755154,2023-02-24,Arlington Community Center,13
40755155,2023-02-24,Ammon Community Center,49
40755156,2023-02-24,Brookline Community Center,38
40755157,2023-02-24,Magee Community Center,84
40755158,2023-02-24,Paulson Community Center,15
40755159,2023-02-24,Ormsby Community Center,9
40755160,2023-02-24,Phillips Community Center,60
40755161,2023-02-23,Warrington Community Center,78
